# 本表聲旁及轄字無重覆
# 少量轄字的聲化字的附屬字()標示
# 特殊情況用[]標示
𦥑	⺽䳔閰𦥑
身	㑗㛛㧶竧裑身銵鯓鵢𠲳𨊂
躬	匑躬躳
窮	窮藭𡃕𧔚𧸺
穷	䓖穷𠴛
車	㾝䡘俥厙唓庫(褲)硨莗蛼車輋𤉖𤥭𦀺𨍦𨎆𨎠
车	伡厍库(裤)砗车𪨶
軍	㑮㟦㡓㫎㹆䝍䡣䩵䮝喗堚媈惲揮暈(𣜸𥣐)暉楎渾煇琿瘒皸皹睴禈緷翬(㩣瀈)腪葷褌諢賱軍輝運(璭)鄆鍕韗顐餫鯶鶤鼲齳𢶂𦑩𩮔
军	军恽挥晕(𦾥)晖浑珲皲翚荤裈诨辉郓
軎	軎
輦	攆輦鄻𢤠𣞶𥌦𨇍
辇	撵辇
轟	轟𡆀
轰	轰
辛	㖕㛙㲔㾕䛨厗垶峷莘(䅸)觪辛鋅锌騂骍𦐹
辜	䐻嫴橭辜
辟	㠔㱸㵨䁹䌟䑀䡶䴙僻劈噼壀壁(𢸵𧕀)嬖幦廦憵擗擘檗(蘗)檘澼璧甓癖礔礕糪繴臂薜襞譬躃躄辟避鐴鐾闢隦霹鷿鸊鼊𩼢
辡	㦚㵷㸤瓣辡辦辨辩辫辬辮辯(䉸)
办	办
辥	㔎孼嶭櫱糱薩蠥辥
薛	㔑㜸(巕)孽(𢌎𪓈)糵薛蘖躠
薩	薩
萨	萨
辭	辭
辞	辞
辰	㖘㫳㰮㲀䀼䆣䟴䢅䢈䣅䫃侲唇(滣𩺦)娠宸屒帪振(䳲𠺲)敐晨(鷐)曟桭浱祳脣(䔚䥎漘)脤莀蜃蜄裖誫賑赈辰辴鋠陙震(𢤟𤂪)麎
辱	㦺䅶傉嗕媷搙槈溽縟缛耨(𣟪𤒛𧂭)蓐褥辱鄏鎒𠢑𢟹𣜻𤍇𤹘𧏯𨃽
農	㺜䁸䃩䢉䵜儂噥嶩憹擃檂(欁)濃(𤒚)燶癑禯穠繷膿蕽襛譨農辳醲鬞齈𥵛𧓅𨆞𨐺𪇌𪒬
农	㶶侬农哝浓秾脓𬪩
辵	辵
追	㗓㷟㾽䊚䨨䭔塠搥槌磓縋缒膇追鎚𢟋𧏴𩠱𩺬
退	㾼煺腿螁褪蹆退𠑉𠺙𢟔𣻇𦤮𩘩𩘬
送	送鎹餸𩠌
逐	㯌䮱篴蓫逐鱁𠦹𠽖𢴊𧏿𨔿
造	䎭䒃䔏䗢慥簉糙造𡠻𡮯𢳥𧷹𨄹
逢	㡝㦀㷭㻱䗦䗬䙜䡫䩼塳摓槰漨熢篷(𣠑)縫(蘕)缝膖蓬(纄鑝𡓄𢩣𢸚𤂧𤑫)蠭逄逢鏠韼鬔𩅛𩙹
連	㜕㦁㰈䃛僆嗹慩摙槤漣璉縺翴蓮(櫣𡣻𤪼)褳謰蹥連鏈鰱𦟪𧐖𨕭𨖲
连	梿涟琏莲裢连链鲢
進	䗯璡進
暹	暹
逸	逸𣾹
遂	㸂䍁䡵嬘旞檖澻燧璲礈禭穟繸襚譢遂邃鐩隧𨆏𫟦𬭼
道	㘏䆃噵導檤道𠿱𥽌
导	导
遣	䪈䭤儙繾缱譴谴遣鑓𨇀
邑	㛕䇼䓃䣉䭂䯩䱒俋唈悒挹浥裛邑鄓𧋾𧠅𨁲𨛗
邕	㜉㴩嗈邕郺齆
雝	廱灉癰雝
雍	㒕㙲㻾㽫䗸噰壅(𡄐𤃟)擁(𡃵)澭甕(𨇹)癕罋臃蕹雍饔𢶜𥀪𩍓
那	㑚哪娜挪梛那𤶸𥭵𦀨𦰡𩈩
邦	䦁垹帮幚挷梆綁绑邦𠳐𢀥𣵮𥮇𨧜
郭	㗥㨯㬑䁨墎崞廓椁槨漷郭霩鞟鞹𪅪
郵	郵
都	嘟都𡳢𡳣𡳤𡼞𢵋𣛭𥳉𧹼𨅮𨗊𩼁
鄉	㗽䦳嚮曏膷薌蠁鄉響饗鱜
乡	乡芗蚃飨
酉	㾞䣭唒庮梄槱綇莤輏逎酉酒(䲤鿐)醜(𢹧𩽤)𠥤𢭳𥆺𨁪𨣥𬌲
酋	㥢㷕㻥䠓䲡偤媨崷揂楢湭煪猶(蕕)猷禉緧蝤蟗蠤趥輶遒酋鞧鰌𣜃𪍑𬨎
酓	㜝㱃䨄䳺盦酓韽
釁	亹(𧄸)璺虋釁
衅	衅
釆	釆
采	㥒䌽䐆䣋䰂倸啋埰婇寀彩採棌睬綵菜踩采𨨫
里	㾖䋥䤚䧉俚(𠸨𥈯)厘(喱)哩娌悝捚梩浬狸(䔆)理艃荲裏(䦄)裡貍(㦟薶霾)里釐鋰锂鯉鲤𢃇𥆼𥓄𨁫
埋	䨪埋榸𠹺𢆪𢲪𥕄𦄆𦷯
重	㡖㣫㮔䱰䳯䵯偅動(㗢㷲働慟(𡂁)憅𠘃𧜻)喠堹媑尰揰歱湩煄畽瘇種(㘒𥵾𧀑)箽緟腫董(㯵嬞懂𡀇𣿅𥣑𨆟)蝩衝褈諥踵重鍾(籦𡓯𦇮)锺隀𠏳𠽚𡈈𡮵𡮶𥔧𥠭𦩰𧰜𨤯𩅞
动	动恸
量	䭪糧量
𠩺	剺嫠孷斄氂漦犛𠩺
金	㕋㾣䋮䘳䥅䦦凎唫崟崯惍捦欽(䃢嶔廞撳𨇬)淦淾琻碒菳趛金鈙銜(㘅䕔䲗)錦(𡄎𢥅𥌹)顉鵭𥇶𥺻𩸱𫰾
钅	衔钅钦(嵚揿𫷷)锦
[⿰⿳业丷臿殳]	糳鑿
凿	凿
長	㙊䂻䗅䛫䠆䩨倀(𥱭)帳張(㙣㯑漲瘬)悵掁棖涱瓺痮粻脹萇賬鋹長镸韔餦鼚𥮲𦁢𧛇
长	伥帐张(涨)怅枨胀苌账长𬬮
門	㥃們問(蔄𢴌𣼶𥏿𥐔𦄞)悶(㦖㵍燜蕄𡮬𡮮𤺯)捫椚焛聞菛鍆門閖閩閿闅𠵘𡍜𡮆𡮉𤡌𤷱𦁺𦝋𨳒𨷈
门	们扪钔门问(㭣䠺𬜬)闷(焖)闻闽阌𡭜
閃	㨛㴸䁡䠾熌閃
闪	闪
閉	閇閉𠻻𡮣𡮤𡮥𡮩𤛞𦟼
闭	闭𡭬
閏	㠈䦞撋橍潤瞤膶閏閠𠾽𣋆
闰	润闰
閑	㯗䔵䥜嫻澖閑鷴𢡿𦠯𨅽
闲	娴痫闲鹇
閒	㗴㵎僩嫺憪撊橌燗癇瞯礀繝蔅蕑(𣟫)襉覵譋鐗閒鬜鷳[⿱竹閒](𡅌𢥣)
間	䉍僴墹橺澗癎瞷磵簡(㶕𡅉𣠰𨰝)蕳襇覸鐧間鬝鷼𡢃𡼏𢢀𢵧𤏐𧒄𧬘𨅍
间	㛠涧简裥锏间
閔	憫潣燘簢閔
闵	悯闵
閵	䉮藺(躪轥)躙閵
蔺	蔺躏
閻	㶄㿕䌪嚪壛櫩爓讇閻𥌸𧂄
阎	阎
闌	㘓㦨䃹䑌䦨䪍孄幱攔斕欄瀾爛瓓籣蘭(囒孏欗灡爤糷襽钄韊𡔔𢦂𢺤)襴讕躝鑭闌𩽥
阑	斓澜襕谰镧阑
闖	㶒闖
闯	闯
阜	㷆䘀䧞埠峊阜
阿	㢌䋪啊娿婀屙痾錒锕阿𨼼
除	㾻滁篨蒢除𢲢
陳	䨯敶樄蔯螴陳𢠣𣼼
陣	塦陣𠻆𣗑𧏶
陈	陈𫈟
阵	阵
隋	㯐䔺䜏䜐䝐䲊墮(𡃏)嫷嶞憜撱橢隋隳
[⿱左肉]	㨊㻟䤻䭉䯝堶媠惰(墯)毻鬌
隨	㰐瀡瓍隨𡃴
遀	㵦䜔䥦膸遀髓𩟆
陏	堕椭陏随
隓	隓
[⿳小日小]	虩隙𨻶{𡁸}
隶	㥆㻖䇐䠈埭捸棣殔逮(叇曃靆𩻸)隶霴齂
隸	㘑隷隸
隹	㕍(嵟)㢈㮅䧽䱦䳡䶆倠唯(嶉蓶鷕𣼲)堆(𠐸𠼲𡓋𡳪𣊌𣙇𣙯𣼭𥊖𦟿𧐻𨄟𨄺𨬉𩅚𪅧)婎帷惟推(嶊蓷𧤹)椎(𥴛𩠳)淮(匯(㒑擓))焳猚琟痽睢(濉)碓維(䗽濰)维(潍)脽萑蜼誰(䜃)谁趡踓醀錐锥陮隹雖(𡄪)顀騅骓魋鵻龨(㨤)𠥔
汇	㧟汇
虽	虽
隺	㩁㴶㹊㿥䥃䮤傕(𡑗𤏥)寉搉(𦾣)榷確(𡃜)篧蒮隺髉鶴(靏)鹤𠻓𤌍
隻	㸕䑾隻𣄥𣉲𪅥
隼	奞榫鎨隼鶽
準	準𠿶𢶥𦡤𨆒
准	准
雀	熦雀𠻘
雥	雥
集	㗱㙫㠍㠎㱷䌖潗磼穕襍鏶集𠍱𢵸
雜	䕹囃雜𫝜
杂	杂
雈	雈
雋	㰎㻽儁寯懏擕檇臇觹鐫雋𡼕
隽	㑺㝦㷪㻪䐪槜鎸镌隽𧤤
雔	㘜售犨讎(犫𢦄)讐雔雠
雙	㩳䉶䝄䨇孇愯欆艭雙𢅻
双	㧐双𨳦
雚	㩲䌯䑏䙮䚭䝔䟒䠰勸(𡅳)嚾壦孉巏懽權歡灌爟獾瓘矔礶罐虇蠸觀(欟)讙貛酄鑵雚顴颧驩鱹鸛鹳
[⿱𠂉⿻一隹]	勧権歓潅観(𣠤)𨫝𮉸
[又2]	劝权欢观
難	㬮㰙㸐(䖄)䕼儺戁攤灘癱臡難𡅧𡔃𢥪𢺋𥸁𦣎𧕴
难	傩摊滩瘫难𦟗
雨	雨
雩	㻬嫮嶀摴樗謣鄠雩
雷	㵢䍣䢮擂檑癗礌蕾鐳镭雷鱩鿨𡀂𡢽𤐝𤢗𥋸𥩉𦆙𧒽𨆢𨙝𩁦𩍢𪆼
需	㹘㽭䇕䞕䨲䰑䰰儒(𡃽)嚅嬬孺嶿懦擩曘檽濡燸獳瓀礝穤糯繻羺臑薷蠕襦譳醹鑐需顬颥鱬𠧍𤻪𥌎𦈡
霍	㱋㸌㺢嚯攉曤瀖癨皬矐礭籗臛藿霍靃鸖
霝	㪮䡼孁櫺蘦酃醽霛霝麢龗𩆜
靈	㦭䄥䉹䖅䚖䡿䰱䴒欞爧靈𣌟𤅷𤫩𥩔𨤍
灵	㻏棂灵𠴌𧼍
霸	㶚䃻䨰壩欛灞霸𣠽
青	㣏䑶䝼䞍䨝䴖倩(篟蒨)凊啨圊埥婧寈崝情掅晴棈氰淸清(蔳)猜(𢴘𧜹)皘睛(𤀜)碃箐精綪聙腈菁蜻請(𡃑)请輤郬錆锖青靓靖(𥴰)靗靘(濪)静靚(㵾儬)靜(瀞𥶹)鯖鲭鶄鼱𤎓𦑊𩇕𬘬
非	㐟㫵㯇㰆㹃㻗䠊䤏䤵䨽䨾(𢳁)䩁俳剕匪(㥱榧篚𠌨)厞啡奜婓婔屝徘悱扉斐(𢵪)暃棐(䕁)棑毴渄(𩄼)猆琲痱緋绯翡腓菲(㔈蕜)蜚裴(𦢄)裵裶誹诽輩輫辈陫霏非靟餥馡騑鯡鲱𤊬𩇫
悲	悲𠎩𠾦𣊾𣛥𤮑𨅥𨭍𨼚𩙻𩻺
排	排𠄽𠍣𠼕𡀪
面	㮌䤄䩄偭勔喕媔愐湎糆緬缅腼蝒蠠面靦麵麺𤟯
靣	靣𠡳
革	㗆㮖㴖䐙䨣䪂䳬愅煂緙(𡃈)缂諽革鞂韚
韋	䍷䪘偉喡圍(䙟潿𩼀)媁幃徫愇暐椲湋煒瑋禕稦緯葦褘諱違(𨗨)郼鍏闈韋韑韙韡颹𢯷𥯤𩏳
韦	㭏伟围(涠)帏炜玮祎纬苇袆讳违闱韦韪𣲗𬀩𬬬𮧵
韭	韭韮
韱	㡨㺤䃸䆎䊱䑎䘋䤘孅懺攕櫼殲瀸(虃)籤纖襳讖谶鑯韱𣱰𩆷
韯	㩥㰇䃱䘂䜟懴殱瀐籖纎韯
音	㛺䅧䜾䤃䪪䬓偣喑(𤺵)堷愔揞(𣚮)暗(𢶹)歆(噷嬜𢣇𣋚𤐚𤻐𥋵𥵗𨮈)湆(湇)瘖窨(噾)罯腤萻諳谙闇隌音韽韾鶕黯鿷𤋾𤭵𥃚𥃛𦂺𩄒𩆢𩩿
頁	䋶(㩪)蝢頁鿓
页	页鿒
頃	㯋䔛傾廎潁(㩩)熲穎(蘔𡓡𤃡)頃頴(蘏)顈𠼴𩓙
顷	倾庼顷颍颎颕颖
須	䅡䇓嬃暊盨蕦須鬚𣌌𣛪𩅺𪆦
须	媭须
[⿷匚⿳丨口丨]	㺇㺿㼢䇫䱌姬宧弬洍茝頤颐
頪	纇頪類(禷蘱)
类	类
頻	㰋嚬瀕蘋頻顰
频	濒频颦𬞟
顥	灝顥
颢	灏颢
風	䑺䬚偑堸嵐(𨅏)楓檒渢煈猦瘋碸葻(𡑵𢶻𣜳𤀘𨮇)諷闏風颿飌𡺤𢱚𣄖𩂑𩄏𩖫
风	㐽岚枫沨疯砜讽风
飛	䙍䬠榌飛騛𢝵𢞵𩹉
飞	飞
饣	蚀饣饬饰
食	䓹蝕食飤飭(𠿰)飾(籂)餝
首	䭭艏衜衟道首
香	㴡䅨䦭楿萫香麘𡎟𥧎𧯄𧯅𧹰
馬	㾺䣕䧞䭾傌嗎媽榪溤獁瑪碼禡罵螞遤鎷馬駡(𣟭𦢷)鰢鷌𡏢𢲫𣜋𥡗𦄀𦟐𧜗𩦓
马	㐷䘞吗妈杩犸玛码祃蚂马骂
馭	馭𤺶
驭	驭
[爻]	駁(㘐礮)驳
骨	㾶䮩䯇䯉䱻䶤傦嗗尳愲搰榾滑(𠿭)猾磆縎蓇螖顝餶馉骨鶻鹘𠞡𠬒𥐒𥱪𨃴𩄨𪄥
高	㙜㾸䐧䧚䬘䮦䯨䯩䯪䯫傐嗃塙嵪搞敲(𡁞)暠槀(燺)槁(𡂀)歊(藃)毃滈(薃)熇犒皜碻禞稾稿篙(㰏)縞缟翯(瀥)膏(𧀎)蒿(嚆薧藁藳)謞鄗鎬镐髇高髚髜(巐)鰝鶮𠞟𢲤𣉞
毫	毫𣻼𧐢
豪	㠙㩝䧫儫嚎壕檺濠籇蠔譹豪
髟	髟
鬥	鬥
鬧	鬧
閙	閙鬧𠿷𢷃𤐛
闹	闹
鬩	鬩
䦧	㦦䦧
阋	阋
鬯	鬯
鬱	㠨䖇欝灪爩鬱𡯀
鬲	㣂㬏䃒䈪䙐䛿䣓䩹䮥䰛嗝塥搹槅滆翮膈蒚鎘镉隔鞷鬲鬴鷊(虉)鹝(𬟁)𤮄
鬳	甗鬳
獻	㩵䡾囐巘巚獻瓛讞钀齾𧖃
献	擜献谳𤩽𪩘
鬼	㟴㱱䁛䈭䌆䫥䴜傀塊(𤐡𤮟)媿廆(䕇)愧槐(𥖸)溾瑰(𧀐)瘣(藱)磈聭螝褢謉隗(㠕)餽騩鬼鬿魁(櫆𡦶𤁔𪇫)𠺌𤌋𥶯𦞙𩱻𩲡
嵬	㠢䃬嵬𠑖𠿯𡓮𡾵𢢯𢶟𢶼𣰏𤀖𤐜𤮞𥋳𧥇𪇋
魚	䁩䐳䔡䗨䰻䱷漁魚鷠𠽐𡐚𢠐𣊘𤹿𩵾𩺋𩺰
鱼	渔鱼
魝	薊魝
蓟	蓟
魯	嚕擼櫓氌瀂穭艪鑥魯鿩𠐔𠓑𡓇𣋼𤑟𤻼𥌧𥩍𥶇
鲁	噜撸橹氇澛穞镥鲁
鮮	㶍䇁䉳廯癬蘚鮮
鲜	癣藓鲜
[眔]	䤽瘝鰥(㱎)鳏
鳥	㨶䉆䲽嶋嶌樢瞗窵蔦隝鳥鵃𠞸𠟀𡡅𧜣𪆐𪆤
島	島搗﨩𦃭
鸟	㭤窎茑鸟
岛	岛捣
鳴	鳴
鸣	鸣
鹵	㔪㲶塷樐滷磠蓾鏀鹵𢲸
卤	卤硵
塩	塩
盐	盐
鹿	㜙㦇㼾䃙䌒䍡塶廘摝樚漉熝簏膔蔍螰蹗轆辘鏕騼鹿麓
麀	䥝鏖麀
麃	㩠䮽儦瀌爊犥皫穮臕藨鄜鑣镳麃𤣄
麗	㿛䕻䚕儷囇孋廲彲攦曬欐灑矖穲籭纚襹躧邐酈釃驪鱺鸝麗𪈳
麥	䥑䨫䮮嘜麥𪄳
麦	唛麦鿏鿺
麻	㦄䌕䗫䜆䩋䯢䲈䳸嘛塺嫲摩(嚤擵藦)犘痲磨(嚰礳耱蘑饝)穈糜(醾)縻(䕷䭧醿)蔴髍魔麻麼(嚒嬤)麽(嬷懡)麾𢠩𣊍𣙪𣻕𤎎𥊚𥢂𦓡𧫼𨬈
靡	㠧㸏䃺䊳䭩劘孊戂攠灖爢蘼釄靡
么	䶸么仫𡚸
黃	䤑僙墴彉撗橫潢熿獚璜癀磺穔簧蟥觵趪鐄鱑鷬黃黆黌𠾛𧝒
黄	䊣䌙䐵䪄䬝䮲䵃曂横(㶇)黄黉黋𨱑
黍	潻黍
黑	㩏㱄䁫䆀嘿嫼潶蟔黑黒黓默(䁿𧞾)黙(𢹇)𨊂𨭆𪐷𬭶
墨	䁼䘃嚜墨濹爅癦纆𣞪𦢓𦪷𬙊
黹	黹
黽	䵴僶憴澠繩(𡅠𥶀)蠅譝鄳鱦黽鼆
黾	䋲渑绳蝇黾𠊟𫑡
鼎	䵺檙濎薡鐤鼎
鼓	皷瞽臌薣鼓
鼠	癙鼠
鼻	䑄䕗䫁嚊嬶濞襣鼻𡽶
齊	㸄䍤䜞䭣䶒䶓䶩儕劑嚌懠擠櫅濟璾癠穧纃臍薺蠐賷躋隮霽韲(虀)鱭麡齊齋齌齍齎齏𡣙
亝	㴉䠁亝
斉	㑪㨈斉済緕萕𦜝
齐	侪剂哜挤斋济脐荠蛴赍跻霁鲚齐齑
龍	㰍䆍䏊䡁䪊䮾儱嚨壟壠寵巃攏曨朧櫳瀧瓏矓礱竉籠聾蘢蠪襱豅贚躘隴靇驡鸗龍龏龐龓龔𢤱𣰵𪚤
龙	咙垄宠庞拢昽栊泷珑眬砻笼聋胧茏陇龙龚
竜	滝(𤁘)竜𠺠𢲣𣯡𤄯𥉩𥉫𨃸𩄱
龖	龖
[龍]	襲讋
[龙]	袭詟
龜	䶯䶰櫷鬮龜𩰘𪚩
龟	阄龟
龠	㒢㵸䟑䠯䶳瀹爚禴籥蘥讑鑰鸙龠龥(籲)
龹	䄅䖭券劵(椦)帣弮拳(搼)桊牶眷(慻膡𡡀𨖩)絭(勬潫)觠豢(㹖)韏飬餋齤龹
𡈼	䦐𡈼𨳝
丌	丌
亓	亓
勒	勒嘞簕鰳鳓𣼷𤨕
曆	暦曆𤃝
宏	宏峵浤硡竤綋翝鋐𨌆𬭎
急	㴔喼急𢰽𤌀𥈲
𠂇	𠂇
卡	佧卡咔拤胩鉲
[厶]	
䍜	䍜
# 避免使用禁止顯示字，用下轄的代表字形替代之
# 比原版少哪些字
# 建立面對對象的轄字樹
# 對爭議字形明確/修改對應聲首
# 確定需要新增（替換）的溢出字形
# 對於不用轄字樹最根部聲首的字，列出這些非根部聲首
# 原則：常用字的複雜度減少
# 去重
# 作爲部首的有多個Unicode編號的字，康熙部首不需要動
